;PW + Busse/Car;;;;;;;;;;LW;;;;;;;;;;Gesamtergebnis;;;;;;;;;
Datum;UMF..BERN.OST;SAN.BERNARDINO;BASEL;CHIASSO;SIMPLON;GOTTHARDTUNNEL;COPPET;WUERENLOS;RENENS;AESCHERTUNNEL;UMF..BERN.OST;SAN.BERNARDINO;BASEL;CHIASSO;SIMPLON;GOTTHARDTUNNEL;COPPET;WUERENLOS;RENENS;AESCHERTUNNEL;UMF..BERN.OST;SAN.BERNARDINO;BASEL;CHIASSO;SIMPLON;GOTTHARDTUNNEL;COPPET;WUERENLOS;RENENS;AESCHERTUNNEL
23.05.2005;68376;5002;NA;NA;1141;13522;66655;NA;NA;NA;3460;499;NA;NA;255;3271;2896;NA;NA;NA;71836;5501;79090;NA;1396;16793;69551;NA;NA;NA
24.05.2005;71384;3843;NA;NA;1262;10323;68673;NA;NA;NA;3540;546;NA;NA;305;3739;2854;NA;NA;NA;74924;4389;72856;NA;1567;14062;71527;NA;NA;NA
25.05.2005;76020;5934;NA;NA;1633;13494;71714;NA;NA;NA;3464;556;NA;NA;277;3790;2824;NA;NA;NA;79484;6490;85214;NA;1910;17284;74538;NA;NA;NA
26.05.2005;77969;7699;NA;NA;3001;16320;72134;NA;NA;NA;3246;393;NA;NA;191;2852;2808;NA;NA;NA;81215;8092;80899;NA;3192;19172;74942;NA;NA;NA
27.05.2005;79350;8464;NA;NA;2439;18017;80999;NA;NA;NA;3157;484;NA;NA;214;2858;2757;NA;NA;NA;82507;8948;83318;NA;2653;20875;83756;NA;NA;NA
28.05.2005;64904;14157;NA;NA;3342;21405;69189;NA;NA;NA;764;197;NA;NA;88;1820;614;NA;NA;NA;65668;14354;70107;NA;3430;23225;69803;NA;NA;NA
29.05.2005;60363;12794;NA;NA;4157;20386;64292;NA;NA;NA;190;98;NA;NA;24;242;266;NA;NA;NA;60553;12892;59232;NA;4181;20628;64558;NA;NA;NA
30.05.2005;68189;4456;NA;NA;1234;12606;68202;NA;NA;NA;3450;528;NA;NA;268;3376;2688;NA;NA;NA;71639;4984;78289;NA;1502;15982;70890;NA;NA;NA
31.05.2005;69566;3287;NA;NA;1210;9310;69636;NA;NA;NA;3654;663;NA;NA;316;3802;2861;NA;NA;NA;73220;3950;75268;NA;1526;13112;72497;NA;NA;NA
01.06.2005;74037;3896;NA;NA;1664;10707;71426;NA;NA;NA;3589;517;NA;NA;205;3472;2808;NA;NA;NA;77626;4413;78173;NA;1869;14179;74234;NA;NA;NA
02.06.2005;72942;4509;NA;NA;2478;12606;72784;NA;NA;NA;3592;389;NA;NA;132;1842;2827;NA;NA;NA;76534;4898;81247;NA;2610;14448;75611;NA;NA;NA
03.06.2005;77584;5888;NA;NA;2282;15113;78390;NA;NA;NA;3370;438;NA;NA;288;2578;2677;NA;NA;NA;80954;6326;85201;NA;2570;17691;81067;NA;NA;NA
04.06.2005;62179;7200;NA;NA;2591;18612;66975;NA;NA;NA;648;171;NA;NA;69;1686;618;NA;NA;NA;62827;7371;67047;NA;2660;20298;67593;NA;NA;NA
05.06.2005;59447;8679;NA;NA;3211;21697;60774;NA;NA;NA;155;67;NA;NA;18;211;191;NA;NA;NA;59602;8746;54475;NA;3229;21908;60965;NA;NA;NA
06.06.2005;68660;4083;NA;NA;1712;11847;68661;NA;NA;NA;3427;527;NA;NA;257;2917;2694;NA;NA;NA;72087;4610;75459;NA;1969;14764;71355;NA;NA;NA
07.06.2005;71618;3616;NA;NA;1417;9214;71717;NA;NA;NA;3462;617;NA;NA;391;3913;2786;NA;NA;NA;75080;4233;75630;NA;1808;13127;74503;NA;NA;NA
08.06.2005;73872;3831;NA;NA;1528;9468;72195;NA;NA;NA;3697;626;NA;NA;348;4008;2835;NA;NA;NA;77569;4457;79544;NA;1876;13476;75030;NA;NA;NA
09.06.2005;74134;4495;NA;NA;1522;10534;75449;NA;NA;NA;3498;630;NA;NA;351;3778;2923;NA;NA;NA;77632;5125;81336;NA;1873;14312;78372;NA;NA;NA
10.06.2005;80517;6805;NA;NA;2124;16569;80213;NA;NA;NA;3325;483;NA;NA;250;3005;2704;NA;NA;NA;83842;7288;85310;NA;2374;19574;82917;NA;NA;NA
11.06.2005;65976;8410;NA;NA;3006;18456;69790;NA;NA;NA;640;204;NA;NA;116;2037;569;NA;NA;NA;66616;8614;68004;NA;3122;20493;70359;NA;NA;NA
12.06.2005;57108;8713;NA;NA;3253;19982;61720;NA;NA;NA;164;54;NA;NA;13;158;212;NA;NA;NA;57272;8767;55666;NA;3266;20140;61932;NA;NA;NA
13.06.2005;69107;4090;NA;NA;1664;11439;67988;NA;NA;NA;3600;518;NA;NA;280;3140;2600;NA;NA;NA;72707;4608;78254;NA;1944;14579;70588;NA;NA;NA
14.06.2005;69860;3495;NA;NA;1289;9052;67410;NA;NA;NA;3504;606;NA;NA;355;3847;2818;NA;NA;NA;73364;4101;77378;NA;1644;12899;70228;NA;NA;NA
15.06.2005;73409;3842;NA;NA;1564;9781;73698;NA;NA;NA;3500;635;NA;NA;365;3942;2756;NA;NA;NA;76909;4477;79473;NA;1929;13723;76454;NA;NA;NA
16.06.2005;75164;4243;NA;NA;1815;10574;74267;NA;NA;NA;3501;653;NA;NA;382;3718;2814;NA;NA;NA;78665;4896;77559;NA;2197;14292;77081;NA;NA;NA
17.06.2005;81419;6407;NA;NA;2413;17081;79941;NA;NA;NA;3405;516;NA;NA;269;3130;2592;NA;NA;NA;84824;6923;89251;NA;2682;20211;82533;NA;NA;NA
18.06.2005;66247;7683;NA;NA;3395;19302;67086;NA;NA;NA;662;256;NA;NA;109;1953;640;NA;NA;NA;66909;7939;71733;NA;3504;21255;67726;NA;NA;NA
19.06.2005;63183;8739;NA;NA;4253;21052;61278;NA;NA;NA;244;52;NA;NA;16;165;258;NA;NA;NA;63427;8791;58977;NA;4269;21217;61536;NA;NA;NA
20.06.2005;69890;4048;NA;NA;2065;10975;68250;NA;NA;NA;3573;594;NA;NA;338;3091;2735;NA;NA;NA;73463;4642;76893;NA;2403;14066;70985;NA;NA;NA
21.06.2005;72570;3505;NA;NA;1892;8167;70351;NA;NA;NA;3499;671;NA;NA;356;3535;2879;NA;NA;NA;76069;4176;72559;NA;2248;11702;73230;NA;NA;NA
22.06.2005;75679;3946;NA;NA;2156;9530;75918;NA;NA;NA;3538;611;NA;NA;377;3970;2952;NA;NA;NA;79217;4557;75456;NA;2533;13500;78870;NA;NA;NA
23.06.2005;75736;4700;NA;NA;2028;11415;76857;NA;NA;NA;3623;646;NA;NA;328;3892;2874;NA;NA;NA;79359;5346;82432;NA;2356;15307;79731;NA;NA;NA
24.06.2005;79813;7409;NA;NA;2760;17133;82055;NA;NA;NA;3406;445;NA;NA;246;3186;2739;NA;NA;NA;83219;7854;87568;NA;3006;20319;84794;NA;NA;NA
25.06.2005;63695;9241;NA;NA;3539;19432;69036;NA;NA;NA;691;150;NA;NA;115;1998;716;NA;NA;NA;64386;9391;71244;NA;3654;21430;69752;NA;NA;NA
26.06.2005;63379;9323;NA;NA;4845;20851;64310;NA;NA;NA;216;46;NA;NA;20;192;272;NA;NA;NA;63595;9369;57308;NA;4865;21043;64582;NA;NA;NA
27.06.2005;72057;4389;NA;NA;2153;12601;71201;NA;NA;NA;3477;527;NA;NA;292;3259;2759;NA;NA;NA;75534;4916;77261;NA;2445;15860;73960;NA;NA;NA
28.06.2005;71365;3731;NA;NA;2071;10616;71414;NA;NA;NA;3609;573;NA;NA;374;3785;2973;NA;NA;NA;74974;4304;71951;NA;2445;14401;74387;NA;NA;NA
29.06.2005;72105;4357;NA;NA;1904;11880;72720;NA;NA;NA;3688;558;NA;NA;368;3558;2981;NA;NA;NA;75793;4915;69715;NA;2272;15438;75701;NA;NA;NA
30.06.2005;75245;4691;NA;NA;2161;14836;78135;NA;NA;NA;3703;577;NA;NA;396;3874;3034;NA;NA;NA;78948;5268;79248;NA;2557;18710;81169;NA;NA;NA
01.07.2005;80328;7645;NA;NA;2968;20940;83415;NA;NA;NA;3811;406;NA;NA;250;3009;2812;NA;NA;NA;84139;8051;84157;NA;3218;23949;86227;NA;NA;NA
02.07.2005;66173;9210;NA;NA;4265;23234;71084;NA;NA;NA;734;133;NA;NA;118;1994;708;NA;NA;NA;66907;9343;72512;NA;4383;25228;71792;NA;NA;NA
03.07.2005;63125;9571;NA;NA;5126;24704;64333;NA;NA;NA;251;48;NA;NA;30;193;246;NA;NA;NA;63376;9619;56860;NA;5156;24897;64579;NA;NA;NA
04.07.2005;67404;4600;NA;NA;2271;14622;71319;NA;NA;NA;3912;514;NA;NA;310;3250;2692;NA;NA;NA;71316;5114;74391;NA;2581;17872;74011;NA;NA;NA
05.07.2005;71019;3978;NA;NA;2246;12782;71811;NA;NA;NA;3561;593;NA;NA;361;3922;2913;NA;NA;NA;74580;4571;76056;NA;2607;16704;74724;NA;NA;NA
06.07.2005;71546;4299;NA;NA;2289;14124;72095;NA;NA;NA;3299;689;NA;NA;405;4159;2880;NA;NA;NA;74845;4988;77643;NA;2694;18283;74975;NA;NA;NA
07.07.2005;72306;4903;NA;NA;2684;16432;74779;NA;NA;NA;3424;610;NA;NA;362;3789;2895;NA;NA;NA;75730;5513;82649;NA;3046;20221;77674;NA;NA;NA
08.07.2005;76992;9412;NA;NA;3301;21864;82468;NA;NA;NA;3330;489;NA;NA;271;3206;2799;NA;NA;NA;80322;9901;88772;NA;3572;25070;85267;NA;NA;NA
09.07.2005;60845;12423;NA;NA;4901;24763;70444;NA;NA;NA;682;194;NA;NA;109;2029;637;NA;NA;NA;61527;12617;74559;NA;5010;26792;71081;NA;NA;NA
10.07.2005;56843;11420;NA;NA;4368;27539;65538;NA;NA;NA;189;48;NA;NA;24;287;302;NA;NA;NA;57032;11468;64365;NA;4392;27826;65840;NA;NA;NA
11.07.2005;67602;5930;NA;NA;2543;18424;70740;NA;NA;NA;3367;522;NA;NA;307;3467;2775;NA;NA;NA;70969;6452;77889;NA;2850;21891;73515;NA;NA;NA
12.07.2005;68946;4454;NA;NA;2429;13638;69841;NA;NA;NA;3372;643;NA;NA;367;3897;2736;NA;NA;NA;72318;5097;77028;NA;2796;17535;72577;NA;NA;NA
13.07.2005;72459;5227;NA;NA;2989;15874;74228;NA;NA;NA;3380;682;NA;NA;371;4074;2783;NA;NA;NA;75839;5909;80271;NA;3360;19948;77011;NA;NA;NA
14.07.2005;74632;6381;NA;NA;3133;20056;75678;NA;NA;NA;3260;651;NA;NA;346;3582;2614;NA;NA;NA;77892;7032;79452;NA;3479;23638;78292;NA;NA;NA
15.07.2005;76739;10582;NA;NA;4059;20942;80533;NA;NA;NA;3382;533;NA;NA;268;3025;2559;NA;NA;NA;80121;11115;88359;NA;4327;23967;83092;NA;NA;NA
16.07.2005;62530;15980;NA;NA;5788;25935;70220;NA;NA;NA;671;197;NA;NA;126;1798;633;NA;NA;NA;63201;16177;75327;NA;5914;27733;70853;NA;NA;NA
17.07.2005;62060;12368;NA;NA;6202;29702;63837;NA;NA;NA;190;57;NA;NA;31;269;244;NA;NA;NA;62250;12425;63232;NA;6233;29971;64081;NA;NA;NA
18.07.2005;63987;5602;NA;NA;2801;17335;68510;NA;NA;NA;3462;522;NA;NA;302;3422;2589;NA;NA;NA;67449;6124;78302;NA;3103;20757;71099;NA;NA;NA
19.07.2005;66892;4942;NA;NA;2533;15084;68734;NA;NA;NA;3355;590;NA;NA;396;3795;2753;NA;NA;NA;70247;5532;76434;NA;2929;18879;71487;NA;NA;NA
20.07.2005;71582;5486;NA;NA;2989;16479;73684;NA;NA;NA;3433;629;NA;NA;371;3928;2853;NA;NA;NA;75015;6115;79323;NA;3360;20407;76537;NA;NA;NA
21.07.2005;70408;6441;NA;NA;3133;20708;75358;NA;NA;NA;3312;634;NA;NA;346;3853;2738;NA;NA;NA;73720;7075;83388;NA;3479;24561;78096;NA;NA;NA
22.07.2005;75801;10703;NA;NA;3962;24275;78711;NA;NA;NA;3064;487;NA;NA;270;2893;2620;NA;NA;NA;78865;11190;92217;NA;4232;27168;81331;NA;NA;NA
23.07.2005;64228;16434;NA;NA;5888;28586;72604;NA;NA;NA;676;192;NA;NA;98;1800;674;NA;NA;NA;64904;16626;80954;NA;5986;30386;73278;NA;NA;NA
24.07.2005;54993;13206;NA;NA;5177;28316;61628;NA;NA;NA;151;54;NA;NA;27;278;258;NA;NA;NA;55144;13260;64219;NA;5204;28594;61886;NA;NA;NA
25.07.2005;63953;6466;NA;NA;3051;19632;69040;NA;NA;NA;3213;492;NA;NA;341;3453;2608;NA;NA;NA;67166;6958;80861;NA;3392;23085;71648;NA;NA;NA
26.07.2005;67640;5509;NA;NA;2950;16738;66386;NA;NA;NA;3184;575;NA;NA;338;3953;2660;NA;NA;NA;70824;6084;79258;NA;3288;20691;69046;NA;NA;NA
27.07.2005;73689;6669;NA;NA;3210;17371;68770;NA;NA;NA;3124;608;NA;NA;408;4055;2697;NA;NA;NA;76813;7277;79218;NA;3618;21426;71467;NA;NA;NA
28.07.2005;71649;6927;NA;NA;3657;21629;72071;NA;NA;NA;3079;590;NA;NA;348;3854;2703;NA;NA;NA;74728;7517;84894;NA;4005;25483;74774;NA;NA;NA
29.07.2005;73405;12973;NA;NA;4518;25645;79390;NA;NA;NA;2958;535;NA;NA;302;3025;2631;NA;NA;NA;76363;13508;93831;NA;4820;28670;82021;NA;NA;NA
30.07.2005;63799;19848;NA;NA;6810;31130;69358;NA;NA;NA;758;243;NA;NA;106;1624;656;NA;NA;NA;64557;20091;85604;NA;6916;32754;70014;NA;NA;NA
31.07.2005;57524;13391;NA;NA;6005;31489;58767;NA;NA;NA;150;56;NA;NA;22;286;253;NA;NA;NA;57674;13447;66433;NA;6027;31775;59020;NA;NA;NA
01.08.2005;52690;8733;NA;NA;4576;24233;54646;NA;NA;NA;176;44;NA;NA;25;229;238;NA;NA;NA;52866;8777;63944;NA;4601;24462;54884;NA;NA;NA
02.08.2005;67800;9326;NA;NA;3303;16621;66668;NA;NA;NA;3003;662;NA;NA;427;3227;2677;NA;NA;NA;70803;9988;76831;NA;3730;19848;69345;NA;NA;NA
03.08.2005;70760;8376;NA;NA;3507;19028;66853;NA;NA;NA;3014;560;NA;NA;354;4066;2619;NA;NA;NA;73774;8936;80129;NA;3861;23094;69472;NA;NA;NA
04.08.2005;74644;9347;NA;NA;3980;20125;68661;NA;NA;NA;2990;585;NA;NA;355;3645;2582;NA;NA;NA;77634;9932;84419;NA;4335;23770;71243;NA;NA;NA
05.08.2005;79786;11764;NA;NA;4556;24148;74949;NA;NA;NA;2857;475;NA;NA;248;2794;2286;NA;NA;NA;82643;12239;86675;NA;4804;26942;77235;NA;NA;NA
06.08.2005;65371;19109;NA;NA;6516;29280;67557;NA;NA;NA;637;206;NA;NA;88;1567;608;NA;NA;NA;66008;19315;81447;NA;6604;30847;68165;NA;NA;NA
07.08.2005;57416;16347;NA;NA;5517;27819;59132;NA;NA;NA;168;66;NA;NA;35;271;258;NA;NA;NA;57584;16413;65086;NA;5552;28090;59390;NA;NA;NA
08.08.2005;69728;8060;NA;NA;3772;19440;66089;NA;NA;NA;3330;390;NA;NA;208;2766;2526;NA;NA;NA;73058;8450;80988;NA;3980;22206;68615;NA;NA;NA
09.08.2005;75967;6415;NA;NA;3816;16095;66439;NA;NA;NA;3326;427;NA;NA;249;2783;2625;NA;NA;NA;79293;6842;79510;NA;4065;18878;69064;NA;NA;NA
10.08.2005;78384;7215;NA;NA;3865;16999;68947;NA;NA;NA;3339;433;NA;NA;197;2821;2684;NA;NA;NA;81723;7648;81153;NA;4062;19820;71631;NA;NA;NA
11.08.2005;77270;8553;NA;NA;3611;18642;70649;NA;NA;NA;3212;418;NA;NA;197;2434;2627;NA;NA;NA;80482;8971;86613;NA;3808;21076;73276;NA;NA;NA
12.08.2005;82407;11743;NA;NA;4638;23735;77326;NA;NA;NA;3222;310;NA;NA;121;1865;2344;NA;NA;NA;85629;12053;94458;NA;4759;25600;79670;NA;NA;NA
13.08.2005;72648;16741;NA;NA;6428;30628;73044;NA;NA;NA;632;137;NA;NA;61;897;651;NA;NA;NA;73280;16878;82939;NA;6489;31525;73695;NA;NA;NA
14.08.2005;59228;13740;NA;NA;5258;27945;65176;NA;NA;NA;189;52;NA;NA;29;238;282;NA;NA;NA;59417;13792;64905;NA;5287;28183;65458;NA;NA;NA
15.08.2005;71424;9383;NA;NA;5143;24028;70227;NA;NA;NA;3067;101;NA;NA;34;510;2675;NA;NA;NA;74491;9484;81066;NA;5177;24538;72902;NA;NA;NA
16.08.2005;71988;7028;NA;NA;3770;12061;69642;NA;NA;NA;3263;361;NA;NA;156;1616;2749;NA;NA;NA;75251;7389;80057;NA;3926;13677;72391;NA;NA;NA
17.08.2005;78886;6440;NA;NA;4012;17139;71621;NA;NA;NA;3486;342;NA;NA;201;2074;2793;NA;NA;NA;82372;6782;81134;NA;4213;19213;74414;NA;NA;NA
18.08.2005;76687;6951;NA;NA;3568;19003;70649;NA;NA;NA;3580;341;NA;NA;172;1922;2627;NA;NA;NA;80267;7292;85830;NA;3740;20925;73276;NA;NA;NA
19.08.2005;78235;9960;NA;NA;3678;24164;78293;NA;NA;NA;3316;283;NA;NA;133;1654;2374;NA;NA;NA;81551;10243;92592;NA;3811;25818;80667;NA;NA;NA
20.08.2005;67585;14762;NA;NA;4673;29344;70164;NA;NA;NA;657;134;NA;NA;53;864;571;NA;NA;NA;68242;14896;85024;NA;4726;30208;70735;NA;NA;NA
21.08.2005;56735;11361;NA;NA;3477;27392;59448;NA;NA;NA;171;65;NA;NA;26;248;275;NA;NA;NA;56906;11426;63202;NA;3503;27640;59723;NA;NA;NA
22.08.2005;53368;7391;NA;NA;2456;15819;66515;NA;NA;NA;2881;594;NA;NA;192;1771;2462;NA;NA;NA;56249;7985;80526;NA;2648;17590;68977;NA;NA;NA
23.08.2005;45079;10639;NA;NA;2775;1165;69302;NA;NA;NA;2359;1155;NA;NA;750;79;2513;NA;NA;NA;47438;11794;75144;NA;3525;1244;71815;NA;NA;NA
24.08.2005;54972;13422;NA;NA;3340;323;71290;NA;NA;NA;2785;1867;NA;NA;784;6;2568;NA;NA;NA;57757;15289;76411;NA;4124;329;73858;NA;NA;NA
25.08.2005;63807;16148;NA;NA;3144;296;72777;NA;NA;NA;3323;2126;NA;NA;547;12;2568;NA;NA;NA;67130;18274;79628;NA;3691;308;75345;NA;NA;NA
26.08.2005;75017;21738;NA;NA;3959;555;79586;NA;NA;NA;3208;1717;NA;NA;379;31;2566;NA;NA;NA;78225;23455;87924;NA;4338;586;82152;NA;NA;NA
27.08.2005;65877;20360;NA;NA;4422;15410;70716;NA;NA;NA;757;843;NA;NA;191;216;612;NA;NA;NA;66634;21203;76744;NA;4613;15626;71328;NA;NA;NA
28.08.2005;58132;11397;NA;NA;3798;20754;63004;NA;NA;NA;224;78;NA;NA;20;198;269;NA;NA;NA;58356;11475;64555;NA;3818;20952;63273;NA;NA;NA
29.08.2005;70957;5413;NA;NA;2418;13366;69077;NA;NA;NA;3384;1008;NA;NA;350;2036;2528;NA;NA;NA;74341;6421;79155;NA;2768;15402;71605;NA;NA;NA
30.08.2005;73763;4947;NA;NA;2210;12351;70646;NA;NA;NA;3686;714;NA;NA;469;2851;2557;NA;NA;NA;77449;5661;76633;NA;2679;15202;73203;NA;NA;NA
31.08.2005;75961;5592;NA;NA;2301;13579;73373;NA;NA;NA;3476;691;NA;NA;380;3224;2653;NA;NA;NA;79437;6283;80157;NA;2681;16803;76026;NA;NA;NA
01.09.2005;74233;5948;NA;NA;2432;15405;73366;NA;NA;NA;3593;694;NA;NA;314;3264;2555;NA;NA;NA;77826;6642;82884;NA;2746;18669;75921;NA;NA;NA
02.09.2005;78310;9045;NA;NA;2908;21663;77549;NA;NA;NA;3508;479;NA;NA;244;2585;2532;NA;NA;NA;81818;9524;88865;NA;3152;24248;80081;NA;NA;NA
03.09.2005;67487;13087;NA;NA;4038;23075;66990;NA;NA;NA;721;195;NA;NA;99;1604;596;NA;NA;NA;68208;13282;74342;NA;4137;24679;67586;NA;NA;NA
04.09.2005;62410;12139;NA;NA;4425;23582;54285;NA;NA;NA;280;79;NA;NA;20;199;240;NA;NA;NA;62690;12218;60206;NA;4445;23781;54525;NA;NA;NA
05.09.2005;69364;5397;NA;NA;2057;14403;64019;NA;NA;NA;3546;578;NA;NA;285;3025;2343;NA;NA;NA;72910;5975;76548;NA;2342;17428;66362;NA;NA;NA
06.09.2005;70235;4573;NA;NA;1822;11650;57889;NA;NA;NA;3636;659;NA;NA;329;3775;2230;NA;NA;NA;73871;5232;76628;NA;2151;15425;60119;NA;NA;NA
07.09.2005;74055;5515;NA;NA;1829;12853;72446;NA;NA;NA;3553;632;NA;NA;331;3835;2614;NA;NA;NA;77608;6147;73722;NA;2160;16688;75060;NA;NA;NA
08.09.2005;73802;5687;NA;NA;1932;14167;66687;NA;NA;NA;3398;648;NA;NA;327;3735;2528;NA;NA;NA;77200;6335;81031;NA;2259;17902;69215;NA;NA;NA
09.09.2005;78707;9200;NA;NA;2165;20753;70332;NA;NA;NA;3261;485;NA;NA;212;2745;2659;NA;NA;NA;81968;9685;86825;NA;2377;23498;72991;NA;NA;NA
10.09.2005;66819;10486;NA;NA;2900;21538;62941;NA;NA;NA;647;239;NA;NA;97;1930;580;NA;NA;NA;67466;10725;72725;NA;2997;23468;63521;NA;NA;NA
11.09.2005;54657;10167;NA;NA;2483;19280;54977;NA;NA;NA;192;54;NA;NA;17;188;236;NA;NA;NA;54849;10221;54947;NA;2500;19468;55213;NA;NA;NA
12.09.2005;67419;4491;NA;NA;1783;11944;66593;NA;NA;NA;3376;534;NA;NA;283;3053;2827;NA;NA;NA;70795;5025;77658;NA;2066;14997;69420;NA;NA;NA
13.09.2005;69922;4054;NA;NA;1799;9748;67886;NA;NA;NA;3790;592;NA;NA;350;3553;2759;NA;NA;NA;73712;4646;74064;NA;2149;13301;70645;NA;NA;NA
14.09.2005;72812;4657;NA;NA;2147;10426;70825;NA;NA;NA;3643;701;NA;NA;377;3827;2805;NA;NA;NA;76455;5358;77384;NA;2524;14253;73630;NA;NA;NA
15.09.2005;73882;4959;NA;NA;2274;11332;72714;NA;NA;NA;3588;636;NA;NA;319;3611;2947;NA;NA;NA;77470;5595;79670;NA;2593;14943;75661;NA;NA;NA
16.09.2005;78796;7410;NA;NA;2904;18599;78693;NA;NA;NA;3460;505;NA;NA;213;3022;2732;NA;NA;NA;82256;7915;87082;NA;3117;21621;81425;NA;NA;NA
17.09.2005;64562;9191;NA;NA;3127;20099;64634;NA;NA;NA;689;182;NA;NA;104;1952;683;NA;NA;NA;65251;9373;71869;NA;3231;22051;65317;NA;NA;NA
18.09.2005;53697;8534;NA;NA;2708;20357;53403;NA;NA;NA;134;60;NA;NA;25;212;198;NA;NA;NA;53831;8594;58280;NA;2733;20569;53601;NA;NA;NA
19.09.2005;68830;4513;NA;NA;1938;12420;66714;NA;NA;NA;3575;550;NA;NA;228;3087;1681;NA;NA;NA;72405;5063;79247;NA;2166;15507;68395;NA;NA;NA
20.09.2005;69408;3894;NA;NA;1693;9607;70037;NA;NA;NA;3447;663;NA;NA;350;3772;3027;NA;NA;NA;72855;4557;76291;NA;2043;13379;73064;NA;NA;NA
21.09.2005;72575;4135;NA;NA;1746;10032;70856;NA;NA;NA;3692;635;NA;NA;374;3968;2839;NA;NA;NA;76267;4770;77470;NA;2120;14000;73695;NA;NA;NA
22.09.2005;73325;4643;NA;NA;1843;11455;72740;NA;NA;NA;3526;608;NA;NA;341;3639;2949;NA;NA;NA;76851;5251;78788;NA;2184;15094;75689;NA;NA;NA
23.09.2005;79927;7018;NA;NA;2634;17429;79691;NA;NA;NA;3366;479;NA;NA;210;3047;2655;NA;NA;NA;83293;7497;80863;NA;2844;20476;82346;NA;NA;NA
24.09.2005;64012;7961;NA;NA;3507;18900;70273;NA;NA;NA;768;173;NA;NA;105;2020;667;NA;NA;NA;64780;8134;72614;NA;3612;20920;70940;NA;NA;NA
25.09.2005;58939;8897;NA;NA;3154;20025;61256;NA;NA;NA;203;68;NA;NA;19;186;243;NA;NA;NA;59142;8965;54782;NA;3173;20211;61499;NA;NA;NA
26.09.2005;65491;4232;NA;NA;1738;11137;68324;NA;NA;NA;3421;532;NA;NA;270;3101;1881;NA;NA;NA;68912;4764;77307;NA;2008;14238;70205;NA;NA;NA
27.09.2005;67428;3818;NA;NA;1536;8854;69402;NA;NA;NA;3580;677;NA;NA;324;3331;2957;NA;NA;NA;71008;4495;76168;NA;1860;12185;72359;NA;NA;NA
28.09.2005;69037;4156;NA;NA;1570;10014;71480;NA;NA;NA;3693;675;NA;NA;360;4033;2849;NA;NA;NA;72730;4831;77433;NA;1930;14047;74329;NA;NA;NA
29.09.2005;68474;4901;NA;NA;1569;11832;70334;NA;NA;NA;3624;595;NA;NA;321;3731;2882;NA;NA;NA;72098;5496;80075;NA;1890;15563;73216;NA;NA;NA
30.09.2005;74264;8267;NA;NA;2343;18300;78853;NA;NA;NA;3543;509;NA;NA;224;3036;2635;NA;NA;NA;77807;8776;89815;NA;2567;21336;81488;NA;NA;NA
01.10.2005;59513;9530;NA;NA;3047;22984;69054;NA;NA;NA;711;229;NA;NA;112;2101;684;NA;NA;NA;60224;9759;70558;NA;3159;25085;69738;NA;NA;NA
02.10.2005;48108;9614;NA;NA;1940;23063;56177;NA;NA;NA;158;92;NA;NA;21;232;235;NA;NA;NA;48266;9706;51553;NA;1961;23295;56412;NA;NA;NA
03.10.2005;62351;6369;NA;NA;1309;15054;68533;NA;NA;NA;3301;410;NA;NA;358;3057;1891;NA;NA;NA;65652;6779;74967;NA;1667;18111;70424;NA;NA;NA
04.10.2005;64909;4163;NA;NA;1275;11390;67902;NA;NA;NA;3461;550;NA;NA;354;3631;2903;NA;NA;NA;68370;4713;74359;NA;1629;15021;70805;NA;NA;NA
05.10.2005;67011;4083;NA;NA;1382;11556;71507;NA;NA;NA;3609;617;NA;NA;344;3907;2831;NA;NA;NA;70620;4700;76361;NA;1726;15463;74338;NA;NA;NA
06.10.2005;69039;4216;NA;NA;1510;12859;72246;NA;NA;NA;3623;617;NA;NA;340;3900;2922;NA;NA;NA;72662;4833;81253;NA;1850;16759;75168;NA;NA;NA
07.10.2005;74813;6894;NA;NA;2074;18684;79067;NA;NA;NA;3392;502;NA;NA;233;2945;2770;NA;NA;NA;78205;7396;85545;NA;2307;21629;81837;NA;NA;NA
08.10.2005;61814;8230;NA;NA;3058;20072;70552;NA;NA;NA;671;184;NA;NA;103;1981;628;NA;NA;NA;62485;8414;62853;NA;3161;22053;71180;NA;NA;NA
09.10.2005;63720;8418;NA;NA;3431;21213;60887;NA;NA;NA;170;49;NA;NA;9;181;237;NA;NA;NA;63890;8467;53735;NA;3440;21394;61124;NA;NA;NA
10.10.2005;70273;4513;NA;NA;1818;12714;66462;NA;NA;NA;3513;550;NA;NA;293;3241;2735;NA;NA;NA;73786;5063;77907;NA;2111;15955;69197;NA;NA;NA
11.10.2005;73153;4185;NA;NA;1573;11299;65512;NA;NA;NA;3502;595;NA;NA;306;3843;2653;NA;NA;NA;76655;4780;77438;NA;1879;15142;68165;NA;NA;NA
12.10.2005;75016;4264;NA;NA;1691;11911;68310;NA;NA;NA;3522;661;NA;NA;318;3871;2821;NA;NA;NA;78538;4925;78071;NA;2009;15782;71131;NA;NA;NA
13.10.2005;73787;4512;NA;NA;1716;11906;68815;NA;NA;NA;3650;583;NA;NA;308;3782;2828;NA;NA;NA;77437;5095;80869;NA;2024;15688;71643;NA;NA;NA
14.10.2005;79865;6748;NA;NA;2377;18259;76171;NA;NA;NA;3336;455;NA;NA;209;2845;2660;NA;NA;NA;83201;7203;86686;NA;2586;21104;78831;NA;NA;NA
